text,label
"with the digital euro project, we as central banks want to do our part to move forward at the european level and to bring one of the main symbols of our united europe - the euro as our common currency - into a digital future.",Pro-CBDC
"a digital euro would fortify our monetary sovereignty and provide a form of central bank money for making daily digital payments across the euro area, just like cash for physical transactions.",Pro-CBDC
87 countries (representing over 90% of global gdp) are exploring a cbdc according to the cbdc tracker of the atlantic council.,Pro-CBDC
"(2022), "" gaining momentum - results of the 2021 bis survey on central bank digital currencies "", bis papers, no 125, bank for international settlements, may.",Wait-and-See
"13. van der heijden, h. (2002), ""factors affecting the successful introduction of mobile payment systems"", bled 2002 proceedings, june; bis (2021), central bank digital currencies: user needs and adoption , september.",Wait-and-See
"there's been less discussion about up to now, though, how central bank balance sheets might need to adjust to support the safe and effective provision of fiat-based digital currencies.",Wait-and-See
"2. stablecoins that are truly stable may have much the same impact as public authorities reflect on the case for cbdcs, private sector providers have been 'stablecoins', which claim to be pegged to the value of fiat currencies.",Wait-and-See
"a particularly sensitive question is whether central banks may seek to use cbdcs, or - other forms of digital currency, to enhance monetary policy implementation e.g.",Wait-and-See
"by overcoming the effective lower bound to interest rates, or injecting liquidity directly into the retail sector.8 but there is no sign that central banks are thinking of digital currencies in this way.",Wait-and-See
"whether those assets are, in total, any larger than today depends, in part, on whether new digital currencies cause a net increase in demand for central bank liabilities, or simply substitute for reserves or banknotes.",Wait-and-See
"by contrast, a broad digital currency with many attractive payments features could materially increase the demand for central bank liabilities.",Pro-CBDC
"the new digital technology creates not only opportunities for a cbdc, but also for other types of private digital money, so-called cryptocurrencies.",Pro-CBDC
a cbdc of one's own is one way of addressing these risks.,Pro-CBDC
"it also includes stablecoins that are fully backed by safe and liquid assets, and central bank digital currencies (cbdc).",Wait-and-See
both stablecoins and cbdc that are fully backed by safe assets have the potential to be a new way to hold money and make payments.,Pro-CBDC
how will central banks anticipate and adapt to the changing landscape brought on by the possibility of digital currencies?,Wait-and-See
"[ giving legal tender status to the digital euro would make this possible, and it will be decided by you, the co-legislators.",Wait-and-See
"such cbdcs would offer benefits in terms of efficiency, scalability, liquidity and safety that would support their attractiveness internationally.",Pro-CBDC
"[ if not well designed, a digital euro could lead to the substitution of an excessive amount of these deposits.",Anti-CBDC
"but any undesirable consequences that may result from the issuance of digital euro for monetary policy, financial stability and the allocation of credit to the real economy should be minimised in advance by design.",Pro-CBDC
"closer to the possible introduction of a digital euro, we will decide how to combine and calibrate them 18 ] to preserve financial stability and our monetary policy stance and transmission.",Wait-and-See
"first, the adoption of the new digital currency by citizens will be gradual; it would likely take several years before a majority hold digital euro.",Wait-and-See
"second, it may be wise to err on the side of caution when calibrating these tools and then adjust based on experience and the take-up of the digital euro over time.",Wait-and-See
"having digital money issued by the central bank and available to everyone would provide an anchor of stability for the payments market, preserving the coexistence of public and private money that has served us well so far.",Pro-CBDC
"we are working to address at an early stage any possible undesirable consequences that may result from the issuance of a digital euro for monetary policy, financial stability and the allocation of credit to the real economy.",Pro-CBDC
"(2022), "" central bank digital currency and bank intermediation "", occasional paper series, no 293, ecb, may.",Wait-and-See
the analyses presented in this paper look at different approaches for assessing the effects of a digital euro on euro area banks.,Wait-and-See
"18. the design of a digital euro would likely include a combination of tools, even if not all are necessarily activated at the time of issuance.",Wait-and-See
"19. for example, we are investigating a waterfall functionality which would allow users to receive payments in digital euro above the holding limit by linking a digital euro account to a commercial bank account.",Pro-CBDC
the waterfall approach is a way of managing end users' retail cbdc holdings via the automated conversion of retail cbdc in excess of a holding threshold into a bank deposit held in a linked commercial bank account chosen by the end user.,Pro-CBDC
"in this perspective, the banque de france has successfully conducted nine experiments with central bank digital money (cbdm) for the purpose of interbank settlement, securities transactions and cross-border payments over the past two years.",Pro-CBDC
we are aware of the impact that a digital euro could have on financial intermediation and monetary and financial stability.,Wait-and-See
"estonia's digitalisation strategy is quite unique and in fact guides some of our own activities: in the eurosystem, eesti pank is especially active in exploring the options for central â€¢ bank digital currency (cbdc).",Pro-CBDC
"from october 2020 to december 2021, eesti pank ran an experiment to investigate the technological possibilities of a cbdc based on blockchain.",Pro-CBDC
"in addition, unlike central bank digital currencies (cbdcs), they are not backed by a central bank or any other public authority.",Wait-and-See
we are also to introduce the retail central bank digital currency (cbdc) and expect to put out a pilot program by the fourth quarter of this year.,Pro-CBDC
"we have done quite well on the wholesale cbdc, dealing with cross-border issues, and the next phase for us is to implement the retail project by preparing ourselves through this pilot project.",Pro-CBDC
we thus see the retail cbdc as an essential part of that open infrastructure component of our digital landscape vision.,Pro-CBDC
that is why i would call for a ceiling of the individual cbdc holdings.,Wait-and-See
"let me be clear, cbdc is not about the big brother of central banks threatening the free world of decentralized finance.",Pro-CBDC
"and more broadly, it also a satisfaction to see that more and more central banks, notably some from asia, show an interest for wholesale cbdc.",Pro-CBDC
the landscape in 2030: cbdcs or private digital payment solutions?,Wait-and-See
now i know full well that philosophers from antiquity cannot provide us with any immediate input on cbdc (central bank digital currency).,Wait-and-See
the aim is to investigate whether we should introduce a digital euro and what it might look like.,Wait-and-See
"if you asked the average consumer on the street, the majority would probably not see an immediate need for something called the ""digital euro"".",Anti-CBDC
"some also take the view that a digital euro is not needed because other innovative means of payment like stablecoins, already exist.",Anti-CBDC
quite the opposite: both could be integral and important parts of a sound future ecosystem in payments: the digital euro would be offered alongside private payment solutions.,Pro-CBDC
"3 cbdc (central bank digital currency) a new offering in often welloccupied markets as we have learnt: up to now, a cbdc (central bank digital currency) is uncharted territory for the vast majority of central banks and also for the relevant legislators.",Wait-and-See
(ii) it is expected that cbdc (central bank digital currency) will receive the status of legal tender and thus be accepted nearly everywhere.,Pro-CBDC
"because paying digitally based on private solutions is already a well-functioning daily experience for chinese people, encouraging them to change their behaviour and adopt cbdc (central bank digital currency) seems quite a burden.",Anti-CBDC
"for this reason, the people's bank of china (pboc) distributed an amount of cbdc (central bank digital currency) for free to nudge payers to adopt it.",Pro-CBDC
"for sure, there might be certain features of cbdc (central bank digital currency) which could be considered unique from a user perspective, like offline capability or a specific focus on privacy.",Pro-CBDC
"4 conclusion ladies and gentlemen, looking ahead to the year 2030, the question of cbdc (central bank digital currency) or private payment solutions is, in my view, not a binary one.",Pro-CBDC
"regarding cbdc (central bank digital currency) payment solutions, i think both parties should make the most of their capabilities: central banks offering resilient and secure infrastructures, and taking care of financial stability, efficiency and innovation; and private actors leveraging their experience of end-user-focused interfaces.",Pro-CBDC
and that is still very true for our work on cbdc (central bank digital currency).,Pro-CBDC
the digital euro is a key innovation for serving the interests of europeans in a digital world.,Pro-CBDC
the fifth focus area is more exploratory and covers emerging payment infrastructures and arrangements including central bank digital currencies (cbdcs).,Wait-and-See
"in addition, through cbdc, it will be possible to ""enjoy"" the advantages of a digital currency, while reducing the risk inherent in it.",Pro-CBDC
"for example, cbdc will be able to serve as a gateway to the worlds of defi in place of the private stablecoins.",Pro-CBDC
cbdc could also allow faster and more efficient cross-border payments.,Pro-CBDC
"to the extent that there will be interoperability between cbdc systems of various countries, cross-border payments could become inexpensive, efficient, and faster.",Pro-CBDC
the debenture token market benefitted from having a riskless settlement asset in the form of a wholesale central bank digital currency (wcbdc) used for settlement.,Pro-CBDC
the wcbdc prototype developed in pk2 was also the preferred asset in other instances.,Pro-CBDC
"the sarb was a proud participant in the bank for international settlements (bis)-led project dunbar, which considered how a multi-cbdc platform could be used for international settlements.",Pro-CBDC
"10 see lael brainard (2022), ""digital assets and the future of finance: examining the benefits and risks of a u.s. central bank digital currency,"" statement before the committee on financial services, u.s. house of representatives, may 26, https://www.federalreserve.gov/newsevents/testimony/brainard20220526a.htm.",Wait-and-See
"11 with respect to the united states, no decision has been made about whether or not a central bank digital currency will be issued.",Wait-and-See
"in recognition of this, central banks around the world are at present either working to introduce cbdcs or accelerating research; for green growth as well, they are drawing concrete plans to develop and implement policy tools.",Pro-CBDC
"the part of the project which is quasi-consensual, with strong use-cases, is the one which raises little public - interest which does not mean that it is not key: wholesale cbdc.",Pro-CBDC
i. a 'retail' cbdc for a renewed intermediation in the digital age let me suggest three hopefully shared principles to climb together this face of the mountain.,Pro-CBDC
"neither one is better than the other, but in a joint venture each partner needs the other: a digital euro should never mean disappearance of commercial bank money; conversely, digitalisation cannot mean the disappearance of central bank money.",Pro-CBDC
"2. even if the precise use cases are not yet definitively fixed, there are several material reasons to consider the issuance of a digital euro the main rationale for a digital euro is therefore to preserve the role of public money in a digital economy.",Pro-CBDC
we just decided to set up a cbdc working group within our french payments committee (the cnps).,Pro-CBDC
"concerns have emerged that the issuance of a cbdc would threaten the role of banking intermediaries in client relationships, while draining banks' deposits through a massive conversion into risk-free cbdc accounts, especially in times of stress.",Anti-CBDC
"in particular, i believe that the eurosystem should not have the role of managing digital euro holdings: the banque de france closed its last private customer accounts over 20 years ago, and does not intend to reopen any.",Wait-and-See
"we central banks have been very proactive here, as demonstrated by the ""wholesale cbdc focus"" of the bis innovation hubs.",Pro-CBDC
"a wholesale cbdc could be used for the settlement of such securities issued on dlt, which is essential to prevent market and liquidity fragmentation.",Pro-CBDC
"ï‚· second, a wholesale cbdc could enhance cross-border and cross- currency settlements.",Pro-CBDC
"this blockchain has been entirely designed by the banque de france in order to meet the needs and expectations of market participants as a permissioned blockchain with efficient delivery and settlement services, using cbdc.",Pro-CBDC
"ï‚· an automated market maker (amm) platform inspired from the defi markets, which could serve as the basis of a multi-cbdc platform where different central banks come together to enable fast, automated and transparent settlement across currencies.",Pro-CBDC
"*** the two projects of a wholesale and retail cbdc are two faces of the same ""mountain"", which is the ambition to offer a digital form of central bank money to combine innovation and trust in the payment system.",Pro-CBDC
"references i francÌ§ois villeroy de galhau, central banks and finance in the face of a triple revolution, speech, november 2021. ii francÌ§ois villeroy de galhau, roads for the future: central bank digital currency (cbdc) and innovative payments, speech, june 2021.",Wait-and-See
"one of them is central bank digital currency ( cbdc (central bank digital currency)), specifically the digital euro.",Wait-and-See
"first, the opportunities and risks presented by the digital euro.",Wait-and-See
"and third, i will report on the current status of the digital euro project.",Wait-and-See
the idea is to make a cbdc (central bank digital currency) available to individuals and businesses: like euro banknotes but in digital form.,Pro-CBDC
"if, at the end of the project, a decision should be taken to introduce a digital euro, a further component would be added to our monetary system.",Pro-CBDC
"depending on the design of the digital euro, however, i believe that these risks can be managed.",Pro-CBDC
"if commercial banks lose a significant portion of these deposits because citizens are using the digital euro as a store of value, banks' credit supply could fall and financing conditions for the real economy could deteriorate.",Anti-CBDC
"however, the fact that i began by looking at the risks does not mean that they should shape our perception of the digital euro.",Pro-CBDC
"if there were a digital euro, private commercial bank money could also be exchanged for central bank money within the digital world.",Pro-CBDC
"this way, central bank digital currency could be an important building block for public money to continue to act as an anchor for all forms of money denominated in euro, even in an increasingly digitalised economy.",Pro-CBDC
one could imagine such a wallet also containing a digital euro in the future.,Pro-CBDC
"cbdc (central bank digital currency) now opens up the possibility of designing settlement systems for payment transactions in such a way that cross-border payments can be processed more cheaply, faster and more efficiently than with current payment systems.",Pro-CBDC
"so when we talk about the interoperability of cbdc (central bank digital currency), we are looking at a medium-term goal.",Pro-CBDC
"but this opportunity should be taken nonetheless, because central bank digital currency is not just a means of payment - it also requires a new settlement infrastructure.",Pro-CBDC
"if a foreign central bank digital currency became widespread domestically, this could impair the effectiveness of monetary policy.",Anti-CBDC
"cbdc (central bank digital currency) could also offer a currency exchange solution by making processes automated, simplified and more transparent.",Pro-CBDC
"as i see it, we should exploit the opportunities presented by cbdc (central bank digital currency).",Pro-CBDC
"should it come to fruition, a digital euro is intended to enable simple payments in everyday life - just like we're familiar with when we use cash, but in digital form.",Pro-CBDC
we are therefore considering measures at this early stage to prevent an excessive and abrupt shift of deposits from commercial banks into the digital euro.,Wait-and-See
"by contrast, a tiered remuneration system would provide more flexibility to meet the demand for digital euro.",Pro-CBDC
this could be achieved by automatically channelling surplus digital euro balances into a commercial bank account.,Pro-CBDC
what the specific use of such instruments might look like and what the specific upper limits or threshold values would be can only be determined for good shortly before the potential introduction of a digital euro.,Wait-and-See
"first of all, it has to be established what form the overall package preparing us for a digital euro might take.",Wait-and-See
our assessment of these benefits has not changed even as we consider whether a central bank digital currency (cbdc) might fit into the future u.s. money and payments landscape.,Pro-CBDC
"some have joked that a central bank digital currency (cbdc) is ""a solution looking for a problem"".",Anti-CBDC
"while i may not be an outright fan of cbdcs, i think the detractors unfairly downplay the potential merits.",Pro-CBDC
let me next turn to central bank digital currencies.,Wait-and-See
"the investigation phase started in late 2021 and is expected to be concluded in october 2023. once the investigation phase is completed, we will decide whether to embark on actually building a digital euro.",Wait-and-See
"the vulnerability of the crypto ecosystem to hacks and theft as well as its capacity to facilitate financial crime, money laundering and other illegal activities is another reason to offer safe and legal means of payment in the digital age via cbdcs.",Pro-CBDC
"mas sees good potential for wholesale cbdcs, especially for cross-border payments and settlements.",Pro-CBDC
"this means that holders of cbdcs will have a direct claim on the central bank that has issued them, similar to how physical currency works today.",Pro-CBDC
"wholesale cbdcs on a distributed ledger have the potential to achieve atomic settlement, or the exchange of two linked assets in real-time.",Pro-CBDC
mas does not see a compelling case for retail cbdcs in singapore.,Anti-CBDC
"the case for a retail cbdc in singapore is not compelling for now, given wellfunctioning payment systems and broad financial inclusion.",Anti-CBDC
"in fact, one of the reasons why we, at the eurosystem, are looking into cbdcs in depth is to evaluate their potential to ensure easy access to central bank money in the digital age as a foundation of our currency.",Pro-CBDC
"that said, the biggest source of concern is how a non-controlled expansion of the digital euro as a form of investment could, indeed, threaten the ability of authorities to properly maintain financial stability.",Anti-CBDC
"as a matter of fact, a too attractive and accessible digital euro could foster a significant migration of banks deposits, thus compromising their intermediation and lending capacity plus also likely destabilizing the entire banking system in times of financial stress.",Anti-CBDC
"to prevent these macroeconomic consequences from happening, ongoing discussions are currently focusing on what potential safeguards could be built into the digital euro, yet final decisions remain pretty much open at this stage.",Wait-and-See
i believe the recent advance of it technology and the growing interest in improving cross-border payment systems and developing cbdcs provide another great opportunity for us to redouble our efforts.,Pro-CBDC
2 what could a digital euro deliver?,Wait-and-See
3 when will a decision on the digital euro be made?,Wait-and-See
"so let me start by talking today about ""why"" a digital euro might be useful.",Pro-CBDC
1 why do we need a digital euro?,Wait-and-See
"this is because cbdc (central bank digital currency) would be as stable in value as other forms of central bank money, i.e.",Pro-CBDC
"ultimately, it is also a question of setting standards and potentially of establishing multilateral platforms that can also be used by other countries for their cbdc (central bank digital currency).",Pro-CBDC
"this brings us to the question of ""what"" a digital euro could deliver.",Wait-and-See
"more than 340 million people would be able to use cbdc (central bank digital currency) to pay anywhere in the single euro payments area (sepa (single euro payments area)), across borders and independently of international providers.",Pro-CBDC
"for example, a digital euro could lead to outflows of deposits from the banking sector and encourage short-term shifts during times of financial stress.",Anti-CBDC
"but with the aim of avoiding international fragmentation, we have to pay special attention and dedicate sufficient efforts then to cross-border interoperability, and hence to wholesale cbdc as a way to ensure it.",Pro-CBDC
today i would like to demystify this concept of wholesale cbdc.,Wait-and-See
i will first clarify what wholesale cbdc is and what it is not.,Wait-and-See
this misconception is fuelled by the commonly held assumption that wholesale cbdc needs to be operated using dlt.,Wait-and-See
"but wholesale cbdc is not synonymous with dlt, as it can be based on any digital technology.",Wait-and-See
the aim of retail cbdcs is to create a digital form of central bank money that can be used by everyone.,Pro-CBDC
"wholesale cbdc projects are about making digital interbank transactions, such as securities settlement and cross-currency payments, safer and more efficient.",Pro-CBDC
this is because retail cbdc is new.,Wait-and-See
modernising wholesale cbdc i would therefore like to focus on our continuous efforts to improve wholesale payment systems.,Pro-CBDC
"our cbdc experiments, on which i will elaborate in a few minutes, also led us to develop our own permissioned blockchain (called dl3s- distributed ledger for securities settlement system) in collaboration with an it provider.",Pro-CBDC
the question that now attracts public attention is whether central banks' investigation phases will lead to the development of cbdcs.,Wait-and-See
almost all of that attention is focused on retail cbdcs.,Wait-and-See
"beyond purely technical considerations, a retail cbdc could play an anchor role in the digital world, similar to the role played by banknotes in the physical world,iv and hence preserve the accessibility and usability of central bank money.",Pro-CBDC
"on the other side of a mountain, you will obviously always find a side that is less exposed to the sun; here, this northern face is wholesale cbdc.",Wait-and-See
"first, a wholesale cbdc could significantly contribute to improving cross-border and cross-currency payments, a topic on which we have made progress over the past year.",Pro-CBDC
"second, a wholesale cbdc could accompany the tokenisation of securities as a safe and liquid settlement asset for them on a blockchain technology.",Pro-CBDC
"failing to offer market participants a wholesale cbdc could open the door to an extensive use of so- called stablecoins, which would pose a systemic risk.",Pro-CBDC
"over the past two years, the banque de france has therefore been looking into a wholesale cbdc with a view to contribute to eurosystem's efforts in designing and developing it when the time comes.",Pro-CBDC
"and house of lords, central bank digital currencies: a solution in search of a problem?",Anti-CBDC
"a wholesale cbdc directly integrated on dlt could be used to settle tokenised assets, o bringing the security of central bank money.",Pro-CBDC
"in addition, a wholesale cbdc has the potential to improve cross-border payments.",Pro-CBDC
this is the goal that banque de france has been pursuing since the launch of its first experiments on wholesale cbdc in 2020. we are now taking this endeavour a step further with a second round of experiments.,Pro-CBDC
"dear colleagues, central banks must embrace the revolution underway in digital money to ensure that they remain at the heart of the global payments system.",Pro-CBDC
"we will review the overall design of a possible digital euro next year, once all choices have been made.",Wait-and-See
it also has no bearing on whether or not we ultimately decide to issue a digital euro.,Wait-and-See
"i will do so in parallel to your legislative discussions about a regulation to establish the digital euro, which the european commission plans to propose in the first quarter of next year.7 today i would like to discuss two topics with you.",Wait-and-See
"we have not yet taken a decision about which technology would be best suited for a digital euro but, when we do, we will consider efficiency, safety and integration with customer-facing services, as well as the environmental impact.",Wait-and-See
we expect to publish our results in the first quarter of next year.12 intermediaries would also have a role to play in the funding and defunding of users' 13 holdings in digital euro.,Wait-and-See
"conversely, they could convert digital euro into cash or move money from their digital euro account to their bank account.",Wait-and-See
this should be the case irrespective of the entity with which they open their digital euro account or wallet and the country they are from.,Wait-and-See
there are no plans to reuse these prototypes in the subsequent phases of the digital euro project.,Wait-and-See
"13 users will have the option to choose whether the conversion of commercial bank money or cash into digital euro, and vice versa, should take place manually or automatically.",Wait-and-See
"for the automatic option, we are investigating a waterfall functionality that would allow users to make or receive payments in digital euro above the holding limit by linking a digital euro account to a commercial bank account.",Wait-and-See
and that's the very reason why i'm an advocate of the eurosystem taking a proactive approach in addressing the changing shape of money and pushing forward with its investigations into central bank digital currency.,Pro-CBDC
central bank digital currency and the associated infrastructure would be an important complement to the existing set of ways to pay.,Pro-CBDC
the introduction of central bank digital currency poses a major challenge from a technical and economic perspective.,Wait-and-See
"one, link up faster payment systems two, build a multi-cbdc common platform three, expand private sector blockchain-based payment networks first, link up faster payment systems.",Pro-CBDC
this is where the second solution comes in: a multi-cbdc common platform.,Pro-CBDC
"wholesale cbdcs, which are direct liabilities of central banks, are well suited to be used on such a distributed ledger to support simultaneous settlement, or the exchange of two linked assets in real-time.",Pro-CBDC
"they do this by exchanging directly with one another the cbdcs they have been issued, thereby reducing settlement time and cost.",Pro-CBDC
project jura in the swiss centre is exploring the direct transfer of euro and swiss franc wholesale cbdcs between french and swiss commercial banks on a single distributed ledger platform operated by a third party.,Pro-CBDC
project dunbar is also focused on addressing the governance issues related to operating a multi-cbdc platform.,Pro-CBDC
the use of distributed ledgers for cross-border settlement need not be confined to cbdcs.,Wait-and-See
"to date, no decisions have been made by the board on whether to move forward with a cbdc.",Wait-and-See
"but one area where economics, cbdcs, and national security dovetail is the role of the dollar.",Wait-and-See
"advocates for creating a u.s. cbdc often assert how it is important to the long-term status of the dollar, particularly if other major jurisdictions adopt a cbdc.",Pro-CBDC
"as i will discuss, the underlying reasons for why the dollar is the dominant currency have little to do with technology, and i believe the introduction of a cbdc would not affect those underlying reasons.",Anti-CBDC
"my focus today is on just one supposed threat-namely, the purported shifting payments landscape as a result of the growth of digital assets, particularly cbdcs.",Wait-and-See
what would be the effect of cbdcs and other digital money-like instruments on the role of the dollar?,Wait-and-See
"second, would a u.s. cbdc affect them?",Wait-and-See
"foreign cbdcs first, i will consider the emergence of one or more foreign cbdcs in a world with no u. s. cbdc.",Wait-and-See
"that is, advocates for a cbdc tend to promote the potential for a cbdc to reduce payment frictions by lowering transaction costs, enabling faster settlement speeds, and providing a better user experience.",Pro-CBDC
"i am highly skeptical that a cbdc on its own could sufficiently reduce the traditional payment frictions to prevent things like fraud, theft, money laundering, or the financing of 12 terrorism.",Anti-CBDC
"no other country is fully comparable with the united states on those fronts, and a cbdc would not change that.",Anti-CBDC
"since digital currencies would make it easier for a government to monitor transactions, shifting to a cbdc might make a company less willing to use that country's currency.",Anti-CBDC
"for example, i suspect that many companies will remain wary of china's cbdc for just this reason.",Anti-CBDC
u.s. cbdc i am also skeptical that a u.s. cbdc would affect this hypothetical foreign company's decisionmaking.,Anti-CBDC
a u.s. cbdc is unlikely to dramatically reshape the liquidity or depth of u.s. capital markets.,Anti-CBDC
"as i have said before, the introduction of a u.s. cbdc would come with a number of costs and risks, including cyber risk and the threat of disintermediating commercial banks, both of which could harm, rather than help, the u.s. dollar's standing internationally.",Anti-CBDC
"for the non-u.s. company already conducting its business in dollars, introducing a u.s. cbdc would not provide material benefits over and above the current reasons for making u.s. dollar-denominated payments.",Anti-CBDC
"for non-u.s. companies conducting their business in currencies other than dollars, a u.s. cbdc similarly would likely not be preferred to their current options.",Anti-CBDC
"it could be that individuals outside the united states would find a u.s. cbdc particularly attractive, but, again, making a u.s. cbdc globally available would raise a number of issues, including money laundering and international financial stability concerns.",Anti-CBDC
"we should instead focus and debate the salient cbdc-related topics, like its effects on financial stability, payment system improvements, and financial inclusion.",Wait-and-See
"3 see christopher j. waller (2021), ""cbdc: a solution in search of a problem?""",Anti-CBDC
"i would like to mention two key concepts here: updating existing payment systems, for example via instant payments, and central bank digital currency (cbdc), specifically the project on a digital euro.",Wait-and-See
a cbdc available to all citizens would ensure the stabilising effect of central bank money in payments.,Pro-CBDC
"5 current status of the digital euro project to fully reap the benefits while at the same time containing potential risks like digital bank runs or a widespread shift of deposits to the central bank, a thorough analysis needs to be carried out.",Wait-and-See
"in general, it is clear that a digital euro would have to ensure a high degree of privacy.",Pro-CBDC
"by the end of the investigation phase in autumn 2023, the eurosystem will decide whether to launch a realisation phase on a digital euro.",Wait-and-See
the introduction of a digital euro could follow in autumn 2026.,Wait-and-See
no conversation about payments innovation is complete without mention of central bank digital currencies (cbdc).,Wait-and-See
"the federal reserve has not made any decisions about whether to issue a cbdc, and if we believe it makes sense to do so, we would want the support of congress and the administration.",Wait-and-See
"in the meantime, we're doing the work of understanding the technological requirements of such a system, deepening our understanding of potential policy tradeoffs, and taking a look at how other countries are thinking about and experimenting with cbdcs.",Wait-and-See
"however, we recognise the benefits of discussing various issues at the international level, such as cross-currency payments made in retail central bank digital currency (cbdc) and the potential effects of giving foreign users access to domestic retail cbdc under specific conditions.",Pro-CBDC
"their widescale use within europe would therefore pose a dual challenge, for our strategic autonomy and for our monetary stability; indeed this is one of the reasons why the eurosystem has launched an investigation phase on a retail digital euro.",Anti-CBDC
this is the objective of our experiments on a wholesale cbdc.,Pro-CBDC
"we are also participating actively in the eurosystem's work on a potential retail cbdc , also called the ""digital euro"", which would be used by the general public in everyday payments.",Pro-CBDC
"one strong focus here is on the importance of digital forms of money, up to and including central bank digital currency.",Pro-CBDC
and this has led interest in central bank digital currencies (cbdcs) to grow considerably.,Wait-and-See
cbdcs could promote financial inclusion by serving as a gateway to wider access to financial services.,Pro-CBDC
this explains why cbdcs are issued first in emerging market economies.,Wait-and-See
"rather, a top policy goal of our cbdc research is to prepare for changes in the payments landscape driven by digital transformation and the growing presence of big techs in financial services.",Pro-CBDC
"in particular, the bank of korea has recently completed its first experiment which lasted for ten months on a retail cbdc based on distributed ledger technology (dlt).",Wait-and-See
"since we don't have any urgent need to introduce a referred to as a cbdc, we thought it would be better to test such a disruptive technology.",Wait-and-See
"in addition, with there being no solid use case for cbdcs yet, we cannot give incentives such as bonus rewards that credit cards or other private payment service providers offer to customers.",Anti-CBDC
"therefore, for the success of a retail cbdc we need to ramp up our efforts for convenience, versatility, and incentives from the end-user's perspective.",Pro-CBDC
"and more importantly, we need to make people understand that building technological infrastructure for a retail cbdc is necessary to prepare for future changes such as the rise of the metaverse.",Pro-CBDC
"third, it may never be too early to establish effective private-public partnerships for cbdcs.",Pro-CBDC
there is a consensus that collaboration with the private sector is prerequisite to the success of a cbdc.,Pro-CBDC
"these private participants have to carry out a lot of tasks including provision of customer services and compliance with regulations like the know your customer (kyc) rule, and transaction approvals under a dlt model, even if the cbdc business model is not clear.",Wait-and-See
"lastly, further exploration of wholesale cbdcs is essential.",Pro-CBDC
"the bank of korea will step up its cbdc-related efforts going forward, but no final decision has been made as to whether to issue a cbdc.",Wait-and-See
"i think it is still a good idea to proceed cautiously, even in deciding the design and operation, not to mention the actual introduction of a cbdc.",Wait-and-See
"in this regard, further international cooperation is required to set global standards and ensure interoperability of cbdcs.",Pro-CBDC
"it is also necessary to conduct more extensive studies on potential risks caused by a cbdc such as disintermediation and digital runs, and impacts on the transmission channels of monetary policy.",Wait-and-See
"in closing, another reason i have taken interest in cbdc personally is that i think cbdc could serve as a golden opportunity to strengthen regional financial cooperation.",Pro-CBDC
"cbdcs could contribute to integrating global and asian financial markets and act as a catalyst in developing regional capital markets, by improving efficiency in cross-border payments.",Pro-CBDC
cbdc has attracted growing attention in recent years.,Wait-and-See
the research on cbdc can help efficiently satisfy the public's demand for fiat money in the context of digital economy.,Pro-CBDC
"in july, together with the imf and the world bank, the bis released a joint report entitled cbdc for cross-border payments, shedding light on the role of cbdc in promoting faster, cheaper and more transparent cross-border payments.",Pro-CBDC
"right now, we are working together with the hkma and some other monetary authorities on cbdc.",Pro-CBDC
"looking ahead, we stand ready to deepen cooperation on cbdc with other monetary authorities as well as international institutions.",Pro-CBDC
cbdcs are today a near reality for many central banks in the region and internationally.,Wait-and-See
"in mauritius, we are looking forward to the pilot run of our central bank digital currency - the digital rupee - that may transform our currency and payment ecosystem in the years to come.",Pro-CBDC
"the implementation of cbdcs by central banks: challenges, risks and opportunities piero cipollone deputy governor of the bank of italy conference ""central bank digital currencies: threat or opportunity?""",Wait-and-See
"london school of economics, october 28th ladies and gentlemen, i would like to thank the organizers for inviting me to this conference to talk about the implementation of cbdcs by central banks.",Wait-and-See
"the digital euro project is now in the investigation phase, which started just one year ago and is intended to end in september 2023. then, if so decided by the governing council, the realization phase would begin, which would last another three years.",Wait-and-See
even if important milestones have been reached so far this has no bearing on whether or not will be decided by the ecb decision bodies to move to the realization phase or to issue a digital euro.,Wait-and-See
"we have reached by now important milestones, however this has no bearing on whether or not the ecb decision bodies will decide to move to the realization phase or to issue a digital euro.",Wait-and-See
"moreover, many large economies could issue cbdcs with benefits in terms of efficiency, scalability, liquidity and safety that would support their attractiveness internationally.",Pro-CBDC
"in such a context, for a large economy, as in the case of the euro area, not issuing a cbdc could undermine the international role of the currency itself, thus creating additional risks to sovereignty.",Pro-CBDC
we must be vigilant and we have to understand and preside all potential risks of issuing a digital euro.,Wait-and-See
"in this way, users will not need to transfer large amounts of their liquid savings from bank deposits to digital euros in order to use the cbdc for their daily activities.",Pro-CBDC
"moreover, the adoption of a digital euro depends on how easily its users will be able to include this new form of central bank money in their payment habits.",Pro-CBDC
"this means that the payment service directive, the payment account directive and the e.money directive need to be analysed in order to verify if and how they may encompass a digital euro.",Wait-and-See
"balancing functional requirements requires solving complex problems which might be not self-evident at first sight: an example is the trade-off between the privacy-preserving characteristics of a cbdc with the need for auditability, arising from anti-money laundering and contrast to financing of terrorism requirements.",Wait-and-See
"given what has been discussed so far, cbdcs could bring wide benefits, but the ultimate consequences for the well-being of individuals in society depend on how central banks will address the associated challenges.",Wait-and-See
the issuance of a cbdc would be critical to preside the risks i have already mentioned especially in preserving the role of central bank money as a safe asset at the heart of the system.,Pro-CBDC
